clade_name	NCBI_tax_id	X2442854_Visit_8	X2442841_Visit_12	X2442640_Visit_10	X2443084_Visit_7	X2442981_Visit_6	X2442842_Visit_10	X2442827_Visit_8	X2443013_Visit_6	X2442653_Visit_8	X2442841_Visit_11	X2442829_Visit_8	X2442593_Visit_5	X2443075_Visit_8	X2442777_Visit_10	X2443099_Visit_8	X2442741_Visit_12	X2442903_Visit_7	X2442981_Visit_9	X2443104_Visit_6	X2442914_Visit_10	X2443107_Visit_7	X2442828_Visit_9	X2442932_Visit_6	X2443000_Visit_10	X2442844_Visit_9	X2442838_Visit_6	X2442916_Visit_10	X2443075_Visit_9	X2442622_Visit_10	X2442937_Visit_9	X2442696_Visit_8	X2442706_Visit_13	X2442707_Visit_14	X2443022_Visit_7	X2442797_Visit_9	X2443035_Visit_5	X2442637_Visit_8	X2443054_Visit_9	X2442828_Visit_7	X2442866_Visit_8	X2442994_Visit_5	X2442741_Visit_9	X2442706_Visit_8	X2443054_Visit_8	X2442874_Visit_8	X2443059_Visit_8	X2443081_Visit_10	X2442831_Visit_6	X2443013_Visit_5	X2443012_Visit_8	X2443017_Visit_6	X2442934_Visit_6	X2442981_Visit_12	X2442842_Visit_7	X2442827_Visit_13	X2442916_Visit_6	X2442977_Visit_6	X2442632_Visit_5	X2442754_Visit_10	X2443035_Visit_7	X2443050_Visit_11	X2442898_Visit_5	X2442641_Visit_5	X2442736_Visit_7	X2442649_Visit_10	X2442885_Visit_10	X2443106_Visit_6	X2442919_Visit_9	X2443049_Visit_7	X2442804_Visit_10	X2442729_Visit_6	X2442844_Visit_7	X2443079_Visit_11	X2443040_Visit_9	X2443107_Visit_5	X2442754_Visit_5	X2443067_Visit_12	X2443012_Visit_6	X2442849_Visit_8	X2442658_Visit_7	X2443106_Visit_7	X2442726_Visit_10	X2442596_Visit_8	X2443124_Visit_12	X2443049_Visit_6	X2442903_Visit_10	X2442739_Visit_9	X2442804_Visit_9	X2442916_Visit_5	X2442709_Visit_9	X2442640_Visit_7	X2443022_Visit_6	X2442978_Visit_8	X2442812_Visit_8	X2442885_Visit_7	X2442593_Visit_7	X2442932_Visit_8	X2442726_Visit_7	X2442793_Visit_9	X2442797_Visit_5	X2442709_Visit_10	X2442753_Visit_6	X2442849_Visit_9	X2442870_Visit_6	X2442729_Visit_8	X2442783_Visit_11	X2443124_Visit_9	X2442831_Visit_5	X2442641_Visit_8	X2442637_Visit_6	X2442947_Visit_7	X2442658_Visit_10	X2443023_Visit_7	X2442707_Visit_8	X2442605_Visit_7	X2442978_Visit_9	X2442596_Visit_10	X2442739_Visit_7	X2443084_Visit_5	X2443076_Visit_6	X2442831_Visit_9	X2442793_Visit_6	X2442968_Visit_9	X2442829_Visit_6	X2442898_Visit_10	X2443023_Visit_6	X2443067_Visit_8	X2443050_Visit_7	X2442899_Visit_7	X2442827_Visit_11	X2442934_Visit_7	X2443087_Visit_8	X2442827_Visit_16	X2443104_Visit_4	X2442914_Visit_7	X2442899_Visit_5	X2442773_Visit_6	X2443087_Visit_11	X2443081_Visit_7	X2443040_Visit_7	X2442632_Visit_6	X2442919_Visit_8	X2442874_Visit_10	X2442777_Visit_5	X2442947_Visit_9	X2443079_Visit_10	X2442854_Visit_5
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	2|1239|91061|1385	3.67161	0.4887	0.15936	0	0	0	0	0	3.9062	0	4.96286	0	0	0	0	3.28599	0	0	0	0	0	96.0917	0	10.26608	0	0.02087	0.05611	0	4.65606	0	0.17388	8.13122	0	66.993	0	0.3247	0	1.47407	14.8146	0	1.21201	1.00363	0	0	2.01443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12968	42.20657	0	0	96.14428	0	0	25.92972	0	0	0	0	0	0.06965	0	0	12.7599	0	0	0	0	0	0	22.69935	22.51642	0	0	0	0	0.02349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02247	0.54409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.58521	0	0	0.00564	0	10.85749	3.15771	0	7.15426	0	0	0	0	9.50936	2.19709	0	20.2953	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified	2|1239|91061|1385|	0	0.4887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.06686	0	0	0	0.3247	0	0.93609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15771	0	7.15426	0	0	0	0	9.50936	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella	2|1239|91061|1385||1378	0	0.4887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.06686	0	0	0	0.3247	0	0.93609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15771	0	7.15426	0	0	0	0	9.50936	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_asaccharolytica	2|1239|91061|1385||1378|502393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_haemolysans	2|1239|91061|1385||1378|1379	0	0.4887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.06686	0	0	0	0.3247	0	0.93609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15771	0	7.15426	0	0	0	0	9.07265	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_morbillorum	2|1239|91061|1385||1378|29391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_sanguinis	2|1239|91061|1385||1378|84135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43672	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	2|1239|91061|1385|90964	3.67161	0	0.15936	0	0	0	0	0	3.9062	0	4.96286	0	0	0	0	3.28599	0	0	0	0	0	96.0917	0	10.26608	0	0.02087	0.05611	0	4.65606	0	0.17388	0.06436	0	66.993	0	0	0	0.53799	14.8146	0	1.21201	1.00363	0	0	2.01443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12968	42.20657	0	0	96.14428	0	0	25.92747	0	0	0	0	0	0.06965	0	0	12.7599	0	0	0	0	0	0	22.69935	22.51642	0	0	0	0	0.02349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.58521	0	0	0.00564	0	10.85749	0	0	0	0	0	0	0	0	2.19709	0	20.2953	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus	2|1239|91061|1385|90964|1279	3.67161	0	0.15936	0	0	0	0	0	3.9062	0	4.96286	0	0	0	0	3.28599	0	0	0	0	0	96.0917	0	10.26608	0	0.02087	0.05611	0	4.65606	0	0.17388	0.06436	0	66.993	0	0	0	0.53799	14.8146	0	1.21201	1.00363	0	0	2.01443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12968	42.20657	0	0	96.14428	0	0	25.92747	0	0	0	0	0	0.06965	0	0	12.7599	0	0	0	0	0	0	22.69935	22.51642	0	0	0	0	0.02349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.58521	0	0	0.00564	0	10.85749	0	0	0	0	0	0	0	0	2.19709	0	20.2953	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_capitis	2|1239|91061|1385|90964|1279|29388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_cohnii	2|1239|91061|1385|90964|1279|29382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_epidermidis	2|1239|91061|1385|90964|1279|1282	3.60621	0	0.01949	0	0	0	0	0	0	0	4.96286	0	0	0	0	3.28599	0	0	0	0	0	2.79559	0	7.60073	0	0.02087	0.05611	0	4.65606	0	0.12111	0.06436	0	61.4566	0	0	0	0.53799	14.8146	0	1.21201	0	0	0	2.01443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.20657	0	0	96.14428	0	0	25.83086	0	0	0	0	0	0.0098	0	0	12.7599	0	0	0	0	0	0	22.69935	22.51642	0	0	0	0	0.02349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.58521	0	0	0.00564	0	10.85749	0	0	0	0	0	0	0	0	2.19709	0	20.1362	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_haemolyticus	2|1239|91061|1385|90964|1279|1283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93.29611	0	0	0	0	0	0	0	0	0.00338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_hominis	2|1239|91061|1385|90964|1279|1290	0	0	0.13987	0	0	0	0	0	3.9062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04938	0	0	0	0	0	0	0	0	0	0	1.00363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02947	0	0	0	0	0	0.05985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15909	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_lugdunensis	2|1239|91061|1385|90964|1279|28035	0.06539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	7.6153	0.97686	0.55606	14.87312	0	0.05759	0	13.78419	49.7491	0	0	78.59556	2.92654	83.88432	17.67542	1.00853	1.1212	0	17.62355	0	2.48154	0	0	88.13756	0.39419	31.5555	2.27081	0	9.17161	0	39.76114	15.01796	19.25186	25.75991	0	74.35117	0	91.26229	83.63367	0.04439	67.35798	51.09561	0	20.07371	0	0	0.23085	7.62659	0	0	46.92839	0	0	0	8.01489	0	0	0	81.22767	77.76601	1.55608	3.58431	26.65859	8.74751	0	0	0	0	18.22108	0	32.71849	0	0.14528	36.00556	0.14977	0	1.33495	7.79545	0	68.1335	0	10.41708	23.4585	0	64.47773	0	0	0	66.82408	0	1.61526	0	0.1148	1.28422	6.935	1.4455	1.48444	0	0	0	0	5.61451	56.6112	19.308	0	0	0	0	0	0.03354	0.30876	1.9237	0	3.86333	0	0.88395	81.52862	0	0	0	0	0	0	0	0	2.26077	0	19.56351	5.52097	0	99.95496	20.50686	1.28509	4.40009	0	27.70068	18.16423	0.01853	0	39.42324	19.26779	0	0.21946	74.36687	0.06946	0.16675	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae	2|1239|91061|186826|186827	0	0	0	0	0	0	0	0.307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus	2|1239|91061|186826|186827|1375	0	0	0	0	0	0	0	0.307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus|s__Aerococcus_christensenii	2|1239|91061|186826|186827|1375|87541	0	0	0	0	0	0	0	0.307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	2|1239|91061|186826|186828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.37977	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella	2|1239|91061|186826|186828|117563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.37977	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_elegans	2|1239|91061|186826|186828|117563|137732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.37977	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	2|1239|91061|186826|81852	7.6153	0	0.08932	14.87312	0	0.05759	0	0	41.0148	0	0	28.76118	0	81.73371	17.67542	0.99027	1.1212	0	0	0	0	0	0	87.95529	0.39419	31.54597	2.24313	0	0	0	1.27939	0	19.18982	0	0	0	0	0	0	0	67.35798	9.36674	0	0	0	0	0.23085	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89116	0	10.41708	19.64556	0	0	0	0	0	0	0	1.57167	0	0	1.28422	6.935	0.11891	0	0	0	0	0	0.19266	0	18.35897	0	0	0	0	0	0	0.30876	1.9237	0	0	0	0.06401	67.38398	0	0	0	0	0	0	0	0	0	0	0	0	0	99.95496	0	0	0.75682	0	0	0	0	0	27.51801	0	0	0.06654	64.13419	0.06946	0.08112	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	2|1239|91061|186826|81852|1350	7.6153	0	0.08932	14.87312	0	0.05759	0	0	41.0148	0	0	28.76118	0	81.73371	17.67542	0.99027	1.1212	0	0	0	0	0	0	87.95529	0.39419	31.54597	2.24313	0	0	0	1.27939	0	19.18982	0	0	0	0	0	0	0	67.35798	9.36674	0	0	0	0	0.23085	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89116	0	10.41708	19.64556	0	0	0	0	0	0	0	1.57167	0	0	1.28422	6.935	0.11891	0	0	0	0	0	0.19266	0	18.35897	0	0	0	0	0	0	0.30876	1.9237	0	0	0	0.06401	67.38398	0	0	0	0	0	0	0	0	0	0	0	0	0	99.95496	0	0	0.75682	0	0	0	0	0	27.51801	0	0	0.06654	64.13419	0.06946	0.08112	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis	2|1239|91061|186826|81852|1350|1351	7.6153	0	0.08932	14.87312	0	0.05759	0	0	41.0148	0	0	28.76118	0	81.73371	17.67542	0.99027	1.1212	0	0	0	0	0	0	87.95529	0.39419	31.54597	2.24313	0	0	0	1.27939	0	19.18982	0	0	0	0	0	0	0	67.35798	9.36674	0	0	0	0	0.23085	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89116	0	10.41708	19.64556	0	0	0	0	0	0	0	1.57167	0	0	1.28422	6.935	0.11891	0	0	0	0	0	0.19266	0	18.35897	0	0	0	0	0	0	0.30876	1.9237	0	0	0	0.06401	67.38398	0	0	0	0	0	0	0	0	0	0	0	0	0	99.95496	0	0	0.75682	0	0	0	0	0	27.51801	0	0	0.06654	64.13419	0.06946	0.08112	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	2|1239|91061|186826|33958	0	0	0.44889	0	0	0	0	13.47718	8.7343	0	0	0	0	2.15061	0	0	0	0	17.62355	0	2.48154	0	0	0	0	0	0.02768	0	0	0	0	0	0	25.11444	0	0	0	0	0	0	0	41.72886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73769	0	0	3.3392	0	8.74751	0	0	0	0	0	0	32.71849	0	0	36.00556	0.05557	0	1.33495	0	0	66.24234	0	0	0	0	0	0	0	0	66.82408	0	0	0	0	0	0	0	0	0	0	0	0	0.00175	56.6112	0.94904	0	0	0	0	0	0	0	0	0	3.86333	0	0	0	0	0	0	0	0	0	0	0	2.26077	0	19.56351	5.52097	0	0	20.50686	0	0	0	0	0	0.01007	0	11.90523	0	0	0	0.01009	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	2|1239|91061|186826|33958|1578	0	0	0.44889	0	0	0	0	13.47718	8.7343	0	0	0	0	2.15061	0	0	0	0	17.62355	0	2.48154	0	0	0	0	0	0.02768	0	0	0	0	0	0	25.11444	0	0	0	0	0	0	0	41.72886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73769	0	0	3.3392	0	8.74751	0	0	0	0	0	0	32.71849	0	0	36.00556	0.05557	0	1.33495	0	0	66.24234	0	0	0	0	0	0	0	0	66.82408	0	0	0	0	0	0	0	0	0	0	0	0	0.00175	56.6112	0.94904	0	0	0	0	0	0	0	0	0	3.86333	0	0	0	0	0	0	0	0	0	0	0	2.26077	0	19.56351	5.52097	0	0	20.50686	0	0	0	0	0	0.01007	0	11.90523	0	0	0	0.01009	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_brevis	2|1239|91061|186826|33958|1578|1580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_crispatus	2|1239|91061|186826|33958|1578|47770	0	0	0	0	0	0	0	0	0	0	0	0	0	2.15061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.3208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.71849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26077	0	0	5.52097	0	0	20.50686	0	0	0	0	0	0.01007	0	0	0	0	0	0.01009	0	0	0
